2023-05-28 20:21:26,551 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-05-28 20:21:26,589 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-05-28 20:21:26,590 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-05-28 20:21:26,590 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-05-28 20:21:26,592 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-05-28 20:21:26,593 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-05-28 20:21:26,595 INFO  SwAddin.cs: 201 - Setting up command manager
2023-05-28 20:21:26,595 INFO  SwAddin.cs: 204 - Adding command manager
2023-05-28 20:21:26,597 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-05-28 20:21:26,598 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-05-28 20:21:26,598 INFO  SwAddin.cs: 210 - Adding event handlers
2023-05-28 20:21:26,602 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-05-28 23:20:41,181 INFO  SwAddin.cs: 294 - Assembly export called for file quadruped_robot
2023-05-28 23:20:41,190 INFO  SwAddin.cs: 299 - Save is required
2023-05-28 23:20:41,190 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-28 23:20:43,153 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-28 23:20:43,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from quadruped_robot
2023-05-28 23:20:43,177 INFO  ExportHelperExtension.cs: 1136 - Found 60 in quadruped_robot
2023-05-28 23:20:43,177 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in quadruped_robot
2023-05-28 23:20:43,178 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-28 23:20:43,179 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2023-05-28 23:20:43,180 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shin-3
2023-05-28 23:20:43,180 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-3
2023-05-28 23:20:43,180 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shin-3
2023-05-28 23:20:43,181 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-4
2023-05-28 23:20:43,181 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-4
2023-05-28 23:20:43,181 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-4
2023-05-28 23:20:43,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shin-5
2023-05-28 23:20:43,182 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-5
2023-05-28 23:20:43,182 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shin-5
2023-05-28 23:20:43,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-3
2023-05-28 23:20:43,183 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-3
2023-05-28 23:20:43,183 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-3
2023-05-28 23:20:43,183 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-2
2023-05-28 23:20:43,184 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-2
2023-05-28 23:20:43,184 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-2
2023-05-28 23:20:43,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shin-4
2023-05-28 23:20:43,185 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-4
2023-05-28 23:20:43,185 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shin-4
2023-05-28 23:20:43,185 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-3
2023-05-28 23:20:43,185 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-3
2023-05-28 23:20:43,185 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-3
2023-05-28 23:20:43,186 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-4
2023-05-28 23:20:43,186 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-4
2023-05-28 23:20:43,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-4
2023-05-28 23:20:43,187 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-5
2023-05-28 23:20:43,187 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-5
2023-05-28 23:20:43,187 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-5
2023-05-28 23:20:43,187 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shin-2
2023-05-28 23:20:43,188 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-2
2023-05-28 23:20:43,188 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shin-2
2023-05-28 23:20:43,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-2
2023-05-28 23:20:43,189 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-2
2023-05-28 23:20:43,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-2
2023-05-28 23:20:43,189 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-1
2023-05-28 23:20:43,190 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-1
2023-05-28 23:20:43,190 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-1
2023-05-28 23:20:43,190 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body-1
2023-05-28 23:20:43,190 INFO  ExportHelperExtension.cs: 1136 - Found 31 in body-1
2023-05-28 23:20:43,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body-1
2023-05-28 23:20:43,191 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from quadruped_robot
2023-05-28 23:20:43,192 INFO  ExportHelperExtension.cs: 1136 - Found 60 in quadruped_robot
2023-05-28 23:20:43,192 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in quadruped_robot
2023-05-28 23:20:43,192 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-28 23:20:43,193 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2023-05-28 23:20:43,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shin-3
2023-05-28 23:20:43,193 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-3
2023-05-28 23:20:43,194 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shin-3
2023-05-28 23:20:43,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-4
2023-05-28 23:20:43,195 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-4
2023-05-28 23:20:43,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-4
2023-05-28 23:20:43,195 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shin-5
2023-05-28 23:20:43,195 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-5
2023-05-28 23:20:43,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shin-5
2023-05-28 23:20:43,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-3
2023-05-28 23:20:43,196 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-3
2023-05-28 23:20:43,196 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-3
2023-05-28 23:20:43,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-2
2023-05-28 23:20:43,197 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-2
2023-05-28 23:20:43,197 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-2
2023-05-28 23:20:43,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shin-4
2023-05-28 23:20:43,198 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-4
2023-05-28 23:20:43,198 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shin-4
2023-05-28 23:20:43,198 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-3
2023-05-28 23:20:43,199 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-3
2023-05-28 23:20:43,199 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-3
2023-05-28 23:20:43,199 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-4
2023-05-28 23:20:43,200 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-4
2023-05-28 23:20:43,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-4
2023-05-28 23:20:43,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-5
2023-05-28 23:20:43,200 INFO  ExportHelperExtension.cs: 1136 - Found 37 in leg-5
2023-05-28 23:20:43,201 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-5
2023-05-28 23:20:43,201 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shin-2
2023-05-28 23:20:43,201 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-2
2023-05-28 23:20:43,202 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shin-2
2023-05-28 23:20:43,202 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-2
2023-05-28 23:20:43,202 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-2
2023-05-28 23:20:43,203 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-2
2023-05-28 23:20:43,203 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-1
2023-05-28 23:20:43,203 INFO  ExportHelperExtension.cs: 1136 - Found 33 in thigh-1
2023-05-28 23:20:43,203 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-1
2023-05-28 23:20:43,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from body-1
2023-05-28 23:20:43,204 INFO  ExportHelperExtension.cs: 1136 - Found 31 in body-1
2023-05-28 23:20:43,204 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in body-1
2023-05-28 23:20:43,884 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-28 23:20:43,887 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-28 23:20:43,893 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-28 23:54:46,505 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-28 23:54:46,804 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-28 23:54:47,120 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-28 23:54:47,608 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-28 23:55:01,118 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-05-28 23:55:01,281 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-29 00:12:16,924 INFO  SwAddin.cs: 294 - Assembly export called for file quadruped_robot
2023-05-29 00:12:16,925 INFO  SwAddin.cs: 299 - Save is required
2023-05-29 00:12:16,925 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-29 00:12:17,582 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-29 00:12:17,648 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from quadruped_robot
2023-05-29 00:12:17,650 INFO  ExportHelperExtension.cs: 1136 - Found 76 in quadruped_robot
2023-05-29 00:12:17,650 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in quadruped_robot
2023-05-29 00:12:17,651 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-29 00:12:17,651 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2023-05-29 00:12:17,652 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from shin-3
2023-05-29 00:12:17,652 INFO  ExportHelperExtension.cs: 1136 - Found 32 in shin-3
2023-05-29 00:12:17,652 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in shin-3
